rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
468,EMP-0413,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.048,NORMAL,0.0,3,0.016,0.048,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
469,EMP-0495,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.043,NORMAL,0.0,3,0.014,0.043,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
470,EMP-0998,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.043,NORMAL,0.0,3,0.014,0.043,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
471,EMP-0321,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.042,NORMAL,0.0,3,0.014,0.042,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
472,EMP-0154,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.038,NORMAL,0.0,3,0.013,0.038,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
473,EMP-0452,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.038,NORMAL,0.0,3,0.013,0.038,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
474,EMP-1003,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.034,NORMAL,0.0,3,0.011,0.034,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
475,EMP-0308,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.031,NORMAL,0.0,3,0.01,0.031,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
476,EMP-0981,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.03,NORMAL,0.0,3,0.01,0.03,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
477,EMP-0507,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.028,NORMAL,0.0,3,0.009,0.028,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
478,EMP-0025,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.027,NORMAL,0.0,3,0.009,0.027,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
479,EMP-0018,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.022,NORMAL,0.0,3,0.007,0.022,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
480,EMP-0180,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.022,NORMAL,0.0,3,0.007,0.022,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
481,EMP-0309,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.022,NORMAL,0.0,3,0.007,0.022,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
482,EMP-0358,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.021,NORMAL,0.0,3,0.007,0.021,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
483,EMP-0016,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.019,NORMAL,0.0,3,0.006,0.019,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
484,EMP-0313,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.01,NORMAL,0.0,3,0.003,0.01,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
485,EMP-0331,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.009,NORMAL,0.0,3,0.003,0.009,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
486,EMP-0007,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.008,NORMAL,0.0,3,0.003,0.008,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
487,EMP-0948,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.005,NORMAL,0.0,3,0.002,0.005,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
488,EMP-0489,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.001,NORMAL,0.0,3,0.0,0.001,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
489,EMP-0005,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
490,EMP-0008,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
491,EMP-0009,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
492,EMP-0011,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
493,EMP-0012,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
494,EMP-0013,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
495,EMP-0019,Manufaktur,DKI Jakarta,Kecil,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
496,EMP-0022,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
497,EMP-0023,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
498,EMP-0026,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
499,EMP-0027,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
500,EMP-0032,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
501,EMP-0036,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
502,EMP-0037,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
503,EMP-0038,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
504,EMP-0040,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
505,EMP-0041,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
506,EMP-0042,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
507,EMP-0044,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
508,EMP-0045,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
509,EMP-0046,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
510,EMP-0047,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
511,EMP-0049,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
512,EMP-0050,Manufaktur,Jawa Barat,Menengah,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
513,EMP-0051,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
514,EMP-0055,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
515,EMP-0056,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
516,EMP-0057,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
517,EMP-0058,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
518,EMP-0059,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
519,EMP-0061,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
520,EMP-0062,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
521,EMP-0063,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
522,EMP-0064,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
523,EMP-0066,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
524,EMP-0067,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
525,EMP-0068,Manufaktur,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
526,EMP-0069,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
527,EMP-0070,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
528,EMP-0071,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
529,EMP-0075,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
530,EMP-0079,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
531,EMP-0081,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
532,EMP-0082,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
533,EMP-0083,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
534,EMP-0084,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
535,EMP-0085,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
536,EMP-0086,Manufaktur,Jawa Timur,Besar,EXPLAINED_BY_RESIGN,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
537,EMP-0087,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
538,EMP-0089,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
539,EMP-0091,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
540,EMP-0093,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
541,EMP-0095,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
542,EMP-0096,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
543,EMP-0097,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
544,EMP-0098,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
545,EMP-0101,Manufaktur,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
546,EMP-0103,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
547,EMP-0104,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
548,EMP-0107,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
549,EMP-0110,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
550,EMP-0111,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
551,EMP-0112,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
552,EMP-0113,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
553,EMP-0118,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
554,EMP-0120,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
555,EMP-0121,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
556,EMP-0124,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
557,EMP-0126,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
558,EMP-0128,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
559,EMP-0130,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
560,EMP-0132,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
561,EMP-0134,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
562,EMP-0138,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
563,EMP-0141,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
564,EMP-0144,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
565,EMP-0147,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
566,EMP-0149,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
567,EMP-0155,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
568,EMP-0158,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
569,EMP-0159,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
570,EMP-0161,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
571,EMP-0167,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
572,EMP-0170,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
573,EMP-0171,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
574,EMP-0172,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
575,EMP-0173,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
576,EMP-0176,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
577,EMP-0183,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
578,EMP-0187,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
579,EMP-0190,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
580,EMP-0196,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
581,EMP-0200,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
582,EMP-0201,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
583,EMP-0202,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
584,EMP-0205,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
585,EMP-0206,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
586,EMP-0207,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
587,EMP-0208,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
588,EMP-0212,Konstruksi,Jawa Barat,Kecil,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
589,EMP-0215,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
590,EMP-0216,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
591,EMP-0217,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
592,EMP-0219,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
593,EMP-0221,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
594,EMP-0223,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
595,EMP-0224,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
596,EMP-0225,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
597,EMP-0226,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
598,EMP-0227,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
599,EMP-0229,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
600,EMP-0231,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
